X,Y,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,couleur,OBJECTID
4.079975502436496,46.045170882414801,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,42187,ROANNE,1,0,4,2,0,#C3F001,1092
6.34583362879275,45.271798066998294,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,73248,SAINT-JEAN-DE-MAURIENNE,1,1,4,2,0,#C3F001,1093
6.924013490641766,45.931263030614758,2019-02-17T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,74056,CHAMONIX,4,0,3,5,0,#FFFF00,1094
6.404331024115779,45.668298627720873,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,73011,ALBERTVILLE,3,0,4,2,0,#C3F001,1095
6.579641082262796,46.063195625900555,2019-02-17T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,74081,CLUSES,3,0,4,5,0,#FFFF00,1096
5.245592261099483,46.205012156164457,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,01053,BOURG-EN-BRESSE,1,0,4,2,0,#C3F001,1097
5.021377575727962,46.12383025563495,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,01328,ROMAN-SUR-ISERE,2,0,4,4,0,#C3F001,1098
3.326661998942255,46.562705870020181,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03190,MOULINS-SUR-ALLIER,0,0,4,0,0,#C3F001,1099
3.424423178685842,46.129939570407743,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03310,VICHY,0,0,0,4,0,#C3F001,1100
2.441553703695691,44.924465587463928,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,15014,AURILLAC,0,0,4,0,0,#C3F001,1101
2.603707933572202,46.339026665599768,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03185,MONTLUCON,0,0,4,4,0,#C3F001,1102
3.895603471707847,45.027786344166515,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,43157,LE PUY-EN-VELAY,0,0,4,4,0,#C3F001,1103
3.132593686753789,45.894350072768425,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,63300,RIOM,0,0,0,4,0,#C3F001,1104
4.836352717149829,45.75491104549193,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,69123,LYON,3,0,4,3,0,#C3F001,1105
