source,lib_zone,code_zone,type_zone,x,y,longitude,latitude,date_ech,valeur,qualif,libelle,val_no2,val_so2,val_pm10,val_o3,val_pm25,couleur,ObjectId
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-06T00:00:00.000Z,4,Bon,Atmo,2,1,3,4,0,#C3F001,126
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-07T00:00:00.000Z,4,Bon,Atmo,1,1,3,4,0,#C3F001,127
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-08T00:00:00.000Z,4,Bon,Atmo,1,1,1,4,0,#C3F001,128
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-09T00:00:00.000Z,3,Bon,Atmo,1,1,1,3,0,#99E600,129
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-10T00:00:00.000Z,4,Bon,Atmo,2,1,2,4,0,#C3F001,130
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-11T00:00:00.000Z,4,Bon,Atmo,1,1,2,4,0,#C3F001,131
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-12T00:00:00.000Z,4,Bon,Atmo,1,1,2,4,0,#C3F001,132
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-13T00:00:00.000Z,4,Bon,Atmo,1,1,2,4,0,#C3F001,133
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-14T00:00:00.000Z,5,Moyen,Atmo,1,1,2,5,0,#FFFF00,134
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-15T00:00:00.000Z,5,Moyen,Atmo,1,1,2,5,0,#FFFF00,135
